;Adriano Jose Ferruzzi;Alessandra da Silva Carneiro;Alessandro Emilio Teruzzi;Alex Sandro Rodrigues Ancioto;Alexandre José Romagnoli;Alexandre Machado Rosa;Ana Carolina Vila Ramos dos Santos;Ana Claudia Folha da Cruz;Ana Márcia Lima Costa;Ana Paula Rodrigues Magalhães de Barros;André Luiz Favareto;Andréa Antonieta Cotrim Silva;Ariane Macedo Melo Ferraz;Beatriz Ferraz Diniz;Bruno Secco Faquin;Bruno Sérgio do Amaral;Bárbara Beatriz Freitag;Carolina Aparecida de Freitas Dias;Caroline Inês Lisevski;Claudia Almerinda de Souza Oliveira;Danilo Marcondes de Alcantara;Davi Munhoz Benati;Elisangela Lizardo de Oliveira;Emanoel Fabiano Menezes Pereira;Eudes Müller D'Oliveira Santos;Eufrida Pereira da Silva;Everaldo Paulo da Silva;Fabio Oliveira Teixeira;Felipe Alexandre Cardoso Pazinatto;Felipe Rodrigues Martinez Basile;Fernando Cesar Mendonca;Fernando Luis Rossi;Fernando da Silva Pardo;Filipe Mantovani Ferreira;Flávia Roberta Torezin;Hadassa Viviane Rodrigues;Idalise Bernardo Bagé;Igor Calebe Zadi;Igor Polezi Munhoz;Ingrid Anelise Lopes;Irando Alves Martins Neto;Jair Garcia dos Santos;Jairo Filho Sousa de Almeida Ferreira;Jeferson Antunes;José Geraldo Basante;José Roberto Campanele;Juliana de Souza Topan;Junot de Oliveira Maia;Júlio Samuel Sávio Bernardo;Kamili Oliveira Santana;Krícia Helena Barreto;Leandro Módolo Paschoalotte;Lincon Lopes;Lucas Rodrigues dos Santos;Luciana Cavalcanti Maia Santos;Luciano Henrique Trindade;Marcelo Cizaurre Guirau;Maria Cristina Stello Leite;Moacir Silva de Castro;Nelio Fernando dos Reis;Nilton Pereira dos Santos;Patricia Horta;Patricia de Aquino Prudente;Patrícia Cristiane Santana da Silva;Paulo Eduardo Pissardini;Pedro Ernesto Schiavinatti Tavares;Priscila Hanako Ishy de Magalhães;Regivaldo Sousa Ferreira;Reinaldo da Silva Caraça;Renato Cristiano Montanher;Renato Marcon Pugliese;Ricardo Normanha Ribeiro de Almeida;Rita Roberta Marioto;Roberta Caetano Fleira;Robson Barbosa;Rogério Aparecido Campanari Xavier;Rogério Aparecido Pereira;Rogério Deitali Bruno;Romario Araujo Pinheiro;Silene Jucelino de Lima;Tatiana Aparecida Picosque;Teresa Helena Buscato Martins;Thiago Pedro Donadon Homem;Thiago Silva Broze;Valdir Donizete dos Santos Junior;Vanessa Regina Ferreira da Silva;Whisner Fraga Mamede;Wilian Ramalho Feitosa;William Rosseti
André Luiz Favareto;0,05677329558036596;0,0;0,0;0,03742405942825599;0,0;0,0;0,0;0,0;0,0;0,035955873264830976;1,0;0,0;0,0;0,0;0,0;0,018824415287446383;0,03270349700838643;0,1664185228347614;0,048507125007266595;0,0;0,0;0,0;0,0;0,007881348828577764;0,0;0,0;0,0;0,04465442806891066;0,02800560168056019;0,0;0,027287389727190907;0,0;0,0995345203586879;0,0;0,0;0,0;0,0;0,0;0,014049711527259569;0,031053504702226842;0,02711630722733202;0,032124628310161774;0,09166984970282112;0,028671727496225784;0,0;0,0;0,09901475429766744;0,026948402781814772;0,0;0,0;0,04667600280093366;0,0;0,0;0,08856148855400953;0,025772147337712836;0,03157544889753364;0,02087414303617165;0,0;0,0;0,0881427557658975;0,0;0,0;0,0;0,05601120336112038;0,05924320319502452;0,0;0,09166984970282112;0,028783683125170188;0,0;0,09553946329477228;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,056816551430892766;0,0;0,0;0,05170876899950191;0,0;0,0;0,0
Andréa Antonieta Cotrim Silva;0,0;0,0;0,0;0,0;0,0;0,0;0,016303866268150613;0,0;0,0;0,0;0,0;0,9999999999999996;0,0;0,0;0,0;0,0;0,0;0,013299095293319746;0,0;0,041030496993110906;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,016025147161605233;0,0;0,0;0,021873931962990353;0,0;0,06428243465332249;0,0;0,0;0,04181210050035454;0,012350385893835972;0,0;0,09534625892455922;0,02823912473624525;0,0;0,0;0,0;0,0;0,0;0,023688968483956713;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,027756369082668448;0,01834939608543934;0,0;0,0;0,011068829678133036;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02799462554779271;0,0;0,01735002823719393;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01664817895530067;0,015386436372416592;0,05288858853479451;0,0;0,0;0,0;0,0
Ariane Macedo Melo Ferraz;0,0;0,0;0,0;0,0;0,04166666666666668;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0000000000000002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03758230140014145;0,0;0,030685820596610788;0,0;0,0;0,041885390829169554;0,0;0,0;0,0;0,02531848417709167;0,08006407690254358;0,02364918849202011;0,0;-99,0;0,0;0,0;0,04826170890658402;0,0;0,0;0,0;-99,0;0,04103049699311092;0,0;0,0;0,0;0,0;0,0;0,03253574116367823;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-99,0;0,0;0,0;0,10721125348377948;0,0;0,0;-99,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-99,0;0,03187883565316692;0,029462782549439487;0,0;0,0;0,0;0,0;0,0
Beatriz Ferraz Diniz;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9999999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03270349700838643;0,0;0,0;0,0;0,0;0,0;0,0291111254869791;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02184781382595858;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Bruno Secco Faquin;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9999999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,062499999999999986;0,0;0,0;0,032547227745205964;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,06144239403892803;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,018784518919133613;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03517987723651459;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02268046058132572;0,0;0,0;0,0;0,11043152607484653;0,02551551815399144;0,0;0,0;0,0;0,0;0,0
Bruno Sérgio do Amaral;0,009084154792554902;0,0;0,0;0,023952525238265177;0,007921553131555974;0,020040120401405057;0,011870742829929377;0,0;0,020040120401405057;0,011506420936119472;0,018824415287446383;0,0;0,0;0,0;0,0;0,9999999999999983;0,0;0,004841493959200343;0,0;0,05974809532642944;0,0;0,01242835507562029;0,0;0,0;0,04116159749613388;0,0;0,0;0,014290089472673803;0,008962214298964415;0,011667809195589452;0,0;0,010020060200702528;0,0;0,0;0,02340181886004545;0,01940376314265832;0,01925392489145192;0,0;0,03147283493049685;0,0;0,01735525336251558;0,041121459410043276;0,014667866221221437;0,039759999897612114;0,0;0,0;0,0;0,0;0,0936072754401818;0,011351549528416337;0,0;0,0;0,013511046418374102;0,014170505031628393;0,08659849037368364;0,025261547924725354;0,006680040133801686;0,031686212526223896;0,05647324586233915;0,03626615476927625;0,018824415287446383;0,0;0,0;0,03584885719585766;0,011375230330997462;0,0;0,0;0,01842242415811585;0,027441064997422583;0,0;0,02161913015210011;0,0;0,0;0,004630125854550358;0,018886236193720464;0,0;0,0;0,024544034683690798;0,00995801588773824;0,0;0,018824415287446383;0,021526542445480877;0,0;0,011202767873705522;0,0;0,016547584808037377;0,0;0,018764149453832226;0,03751665170961431
Bárbara Beatriz Freitag;0,09469095041060556;0,0;0,0;0,062418778393235924;0,11009637651263608;0,0;0,0103114704148291;0,16351748504193214;0,06963106238227913;0,029985011240633196;0,03270349700838643;0,0;0,0;0,0;0,0;0,0;1,0000000000000002;0,10934412306094024;0,0;0,0;0,0;0,0;0,07150969419341942;0,08763420706473055;0,0;0,0;0,0;0,0;0,09341987329938274;0,02027038594802198;0,10619477512887363;0,05802588531856595;0,09684002494125046;0,0;0,0;0,0;0,0;0,0;0,062488559050457894;0,0;0,03015113445777636;0,05357997197768199;0,025482359571881278;0,13283598187306286;0,03739787960033829;0,0;0,05504818825631804;0,0;0,1761750527727107;0,0;0,0;0,038924947208076155;0,04694525268130203;0,0;0,13611855395241163;0,14921468799176824;0,02321035412742638;0,07339758434175737;0,0;0,056004340504590175;0,0;0,04264014327112209;0,0;0,031139957766460915;0,07904836467299313;0,0;0,050964719143762556;0,09601536368738331;0,0;0,05311606738473832;0,05007830858361344;0,08778497071643031;0,0;0,04021939186969596;0,09843269383345661;0,0;0,0;0,0;0,0;0,0;0,0;0,14959151840135315;0,021058465757133066;0,029193710406057116;0,0;0,0574959574576069;0,0;0,06112274566280461;0,14339019374961245
Carolina Aparecida de Freitas Dias;0,014601652343461677;0,0;0,0;0,009625178518638335;0,0700310288835248;0,016106004229598323;0,019080747061171525;0,015128956621341946;0,06442401691839329;0,08785193777533457;0,1664185228347614;0,013299095293319746;0,0;0,0;0,0;0,004841493959200343;0,10934412306094024;0,9999999999999993;0,012475657231036108;0,01200470676776033;0,0;0,0;0,022054054569561544;0,04459448261991121;0,0;0,0;0,0;0,01148477338849152;0,05041976842459337;0,051575030124381825;0,14036211006738986;0,05905534884186052;0,08959827972954362;0,023576776053861583;0,0;0,0;0,0812392787575689;0,0;0,03974824805655798;0,08785393248357745;0,06276693967331295;0,09914647006895888;0,1178838802693079;0,1892697593026941;0,0519018713557082;0,0;0,12732914342459054;0,06930920683908948;0,01880776093110498;0,0;0,03601412030328099;0,0;0,021717331672855174;0,0;0,07125526651255183;0,1380563394376837;0,059055348841860526;0,00848860956163937;0,0832092614173807;0,11334817391976308;0,07564478310670973;0,0;0,0;0,007202824060656196;0,07313708866174479;0,0;0,1178838802693079;0,0444176435271215;0,0;0,12286005364409658;0,11583356942491159;0,02538136467550536;0,0;0,0186058828747686;0,13154822496133184;0,0;0,0;0,05917723823643537;0,0;0,11835447647287076;0,03025791324268389;0,0778528070335623;0,024354629022546245;0,10354059587193284;0,023211222502162544;0,1462900482265172;0,0;0,09425326058889597;0,09648538456055192
Caroline Inês Lisevski;0,0;0,0;0,0;0,030860669992418384;0,0;0,0;0,0;0,0;0,0;0,02964997266644405;0,048507125007266595;0,0;0,0;0,0;0,0;0,0;0,0;0,012475657231036108;1,0000000000000007;0,0;0,0;0,03202563076101743;0,0;0,05199301390810262;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,008606629658238704;0,0;0,0;0,0;0,0;0,0;0,0;0,03475706678180954;0,0;0,0;0,0;0,07559289460184544;0,0;0,0;0,0;0,0;0,022222222222222223;0,0;0,04387634544762784;0,0;0,0;0,0;0,03651483716701107;0,010626128567237101;0,0;0,0;0,0;0,0;0,0623008957981398;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,025660011963983365;0,0;0,0;0,0;0,06246950475544243;0,014433756729740647;0,0;0,0;0,0;0,06043978852154995;0,0
Claudia Almerinda de Souza Oliveira;0,04504915855996573;0,0;0,0;0,0;0,0;0,0;0,029434052379223197;0,0;0,0;0,0;0,0;0,041030496993110906;0,0;0,0;0,0;0,05974809532642944;0,0;0,01200470676776033;0,0;1,0000000000000007;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,10629880069054679;0,02222222222222222;-99,0;0,021652326748721033;0,016563466499998444;0,0;0,0;0,0;0,048112522432468816;0,04774099160262887;0,0;0,03344500310453256;0,0;0,04303314829119352;0,0;0,036369648372665396;0,05308517143921716;0,0;0,0;0,0;0,0;0,2321035412742638;0,07036672182012485;0,0;0,03703703703703704;0,0;0,0;0,17893744717152243;0,01252743380004715;0,016563466499998444;0,10475656017578483;0,09335200560186732;0,06994057575518774;0,04667600280093366;0,0;0,0;0,08888888888888888;0,04700901061054319;0,0;0,0;0,06851887098275317;0,0;0,025269934785963444;0,03573708449459316;0,0;0,0;0,011480609838638177;0,06243905410544627;0,0;0,0;0,060858061945018464;0,0;0,0;0,0;0,05337605126836238;-99,0;0,15277777777777782;0,0;0,041030496993110906;0,0;0,0407107495347944;0,11162911443718952
