;Adriano Jose Ferruzzi;Alessandra da Silva Carneiro;Alessandro Emilio Teruzzi;Alex Sandro Rodrigues Ancioto;Alexandre José Romagnoli;Alexandre Machado Rosa;Ana Carolina Vila Ramos dos Santos;Ana Claudia Folha da Cruz;Ana Márcia Lima Costa;Ana Paula Rodrigues Magalhães de Barros;André Luiz Favareto;Andréa Antonieta Cotrim Silva;Ariane Macedo Melo Ferraz;Beatriz Ferraz Diniz;Bruno Secco Faquin;Bruno Sérgio do Amaral;Bárbara Beatriz Freitag;Carolina Aparecida de Freitas Dias;Caroline Inês Lisevski;Claudia Almerinda de Souza Oliveira;Danilo Marcondes de Alcantara;Davi Munhoz Benati;Elisangela Lizardo de Oliveira;Emanoel Fabiano Menezes Pereira;Eudes Müller D'Oliveira Santos;Eufrida Pereira da Silva;Everaldo Paulo da Silva;Fabio Oliveira Teixeira;Felipe Alexandre Cardoso Pazinatto;Felipe Rodrigues Martinez Basile;Fernando Cesar Mendonca;Fernando Luis Rossi;Fernando da Silva Pardo;Filipe Mantovani Ferreira;Flávia Roberta Torezin;Hadassa Viviane Rodrigues;Idalise Bernardo Bagé;Igor Calebe Zadi;Igor Polezi Munhoz;Ingrid Anelise Lopes;Irando Alves Martins Neto;Jair Garcia dos Santos;Jairo Filho Sousa de Almeida Ferreira;Jeferson Antunes;José Geraldo Basante;José Roberto Campanele;Juliana de Souza Topan;Junot de Oliveira Maia;Júlio Samuel Sávio Bernardo;Kamili Oliveira Santana;Krícia Helena Barreto;Leandro Módolo Paschoalotte;Lincon Lopes;Lucas Rodrigues dos Santos;Luciana Cavalcanti Maia Santos;Luciano Henrique Trindade;Marcelo Cizaurre Guirau;Maria Cristina Stello Leite;Moacir Silva de Castro;Nelio Fernando dos Reis;Nilton Pereira dos Santos;Patricia Horta;Patricia de Aquino Prudente;Patrícia Cristiane Santana da Silva;Paulo Eduardo Pissardini;Pedro Ernesto Schiavinatti Tavares;Priscila Hanako Ishy de Magalhães;Regivaldo Sousa Ferreira;Reinaldo da Silva Caraça;Renato Cristiano Montanher;Renato Marcon Pugliese;Ricardo Normanha Ribeiro de Almeida;Rita Roberta Marioto;Roberta Caetano Fleira;Robson Barbosa;Rogério Aparecido Campanari Xavier;Rogério Aparecido Pereira;Rogério Deitali Bruno;Romario Araujo Pinheiro;Silene Jucelino de Lima;Tatiana Aparecida Picosque;Teresa Helena Buscato Martins;Thiago Pedro Donadon Homem;Thiago Silva Broze;Valdir Donizete dos Santos Junior;Vanessa Regina Ferreira da Silva;Whisner Fraga Mamede;Wilian Ramalho Feitosa;William Rosseti
André Luiz Favareto;0,0568;0,0;0,0;0,0374;0,0;0,0;0,0;0,0;0,0;0,036;1,0;0,0;0,0;0,0;0,0;0,0188;0,0327;0,1664;0,0485;0,0;0,0;0,0;0,0;0,0079;0,0;0,0;0,0;0,0447;0,028;0,0;0,0273;0,0;0,0995;0,0;0,0;0,0;0,0;0,0;0,014;0,0311;0,0271;0,0321;0,0917;0,0287;0,0;0,0;0,099;0,0269;0,0;0,0;0,0467;0,0;0,0;0,0886;0,0258;0,0316;0,0209;0,0;0,0;0,0881;0,0;0,0;0,0;0,056;0,0592;0,0;0,0917;0,0288;0,0;0,0955;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0568;0,0;0,0;0,0517;0,0;0,0;0,0
Andréa Antonieta Cotrim Silva;0,0;0,0;0,0;0,0;0,0;0,0;0,0163;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0133;0,0;0,041;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,016;0,0;0,0;0,0219;0,0;0,0643;0,0;0,0;0,0418;0,0124;0,0;0,0953;0,0282;0,0;0,0;0,0;0,0;0,0;0,0237;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0278;0,0183;0,0;0,0;0,0111;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,028;0,0;0,0174;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0166;0,0154;0,0529;0,0;0,0;0,0;0,0
Ariane Macedo Melo Ferraz;0,0;0,0;0,0;0,0;0,0417;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0376;0,0;0,0307;0,0;0,0;0,0419;0,0;0,0;0,0;0,0253;0,0801;0,0236;0,0;0,0;0,0;0,0;0,0483;0,0;0,0;0,0;0,0;0,041;0,0;0,0;0,0;0,0;0,0;0,0325;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1072;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0319;0,0295;0,0;0,0;0,0;0,0;0,0
Beatriz Ferraz Diniz;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0327;0,0;0,0;0,0;0,0;0,0;0,0291;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0218;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Bruno Secco Faquin;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0625;0,0;0,0;0,0325;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0614;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0188;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0352;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0227;0,0;0,0;0,0;0,1104;0,0255;0,0;0,0;0,0;0,0;0,0
Bruno Sérgio do Amaral;0,0091;0,0;0,0;0,024;0,0079;0,02;0,0119;0,0;0,02;0,0115;0,0188;0,0;0,0;0,0;0,0;1,0;0,0;0,0048;0,0;0,0597;0,0;0,0124;0,0;0,0;0,0412;0,0;0,0;0,0143;0,009;0,0117;0,0;0,01;0,0;0,0;0,0234;0,0194;0,0193;0,0;0,0315;0,0;0,0174;0,0411;0,0147;0,0398;0,0;0,0;0,0;0,0;0,0936;0,0114;0,0;0,0;0,0135;0,0142;0,0866;0,0253;0,0067;0,0317;0,0565;0,0363;0,0188;0,0;0,0;0,0358;0,0114;0,0;0,0;0,0184;0,0274;0,0;0,0216;0,0;0,0;0,0046;0,0189;0,0;0,0;0,0245;0,01;0,0;0,0188;0,0215;0,0;0,0112;0,0;0,0165;0,0;0,0188;0,0375
Bárbara Beatriz Freitag;0,0947;0,0;0,0;0,0624;0,1101;0,0;0,0103;0,1635;0,0696;0,03;0,0327;0,0;0,0;0,0;0,0;0,0;1,0;0,1093;0,0;0,0;0,0;0,0;0,0715;0,0876;0,0;0,0;0,0;0,0;0,0934;0,0203;0,1062;0,058;0,0968;0,0;0,0;0,0;0,0;0,0;0,0625;0,0;0,0302;0,0536;0,0255;0,1328;0,0374;0,0;0,055;0,0;0,1762;0,0;0,0;0,0389;0,0469;0,0;0,1361;0,1492;0,0232;0,0734;0,0;0,056;0,0;0,0426;0,0;0,0311;0,079;0,0;0,051;0,096;0,0;0,0531;0,0501;0,0878;0,0;0,0402;0,0984;0,0;0,0;0,0;0,0;0,0;0,0;0,1496;0,0211;0,0292;0,0;0,0575;0,0;0,0611;0,1434
Carolina Aparecida de Freitas Dias;0,0146;0,0;0,0;0,0096;0,07;0,0161;0,0191;0,0151;0,0644;0,0879;0,1664;0,0133;0,0;0,0;0,0;0,0048;0,1093;1,0;0,0125;0,012;0,0;0,0;0,0221;0,0446;0,0;0,0;0,0;0,0115;0,0504;0,0516;0,1404;0,0591;0,0896;0,0236;0,0;0,0;0,0812;0,0;0,0397;0,0879;0,0628;0,0991;0,1179;0,1893;0,0519;0,0;0,1273;0,0693;0,0188;0,0;0,036;0,0;0,0217;0,0;0,0713;0,1381;0,0591;0,0085;0,0832;0,1133;0,0756;0,0;0,0;0,0072;0,0731;0,0;0,1179;0,0444;0,0;0,1229;0,1158;0,0254;0,0;0,0186;0,1315;0,0;0,0;0,0592;0,0;0,1184;0,0303;0,0779;0,0244;0,1035;0,0232;0,1463;0,0;0,0943;0,0965
Caroline Inês Lisevski;0,0;0,0;0,0;0,0309;0,0;0,0;0,0;0,0;0,0;0,0296;0,0485;0,0;0,0;0,0;0,0;0,0;0,0;0,0125;1,0;0,0;0,0;0,032;0,0;0,052;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0086;0,0;0,0;0,0;0,0;0,0;0,0;0,0348;0,0;0,0;0,0;0,0756;0,0;0,0;0,0;0,0;0,0222;0,0;0,0439;0,0;0,0;0,0;0,0365;0,0106;0,0;0,0;0,0;0,0;0,0623;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0257;0,0;0,0;0,0;0,0625;0,0144;0,0;0,0;0,0;0,0604;0,0
Claudia Almerinda de Souza Oliveira;0,045;0,0;0,0;0,0;0,0;0,0;0,0294;0,0;0,0;0,0;0,0;0,041;0,0;0,0;0,0;0,0597;0,0;0,012;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1063;0,0222;0,1302;0,0217;0,0166;0,0;0,0;0,0;0,0481;0,0477;0,0;0,0334;0,0;0,043;0,0;0,0364;0,0531;0,0;0,0;0,0;0,0;0,2321;0,0704;0,0;0,037;0,0;0,0;0,1789;0,0125;0,0166;0,1048;0,0934;0,0699;0,0467;0,0;0,0;0,0889;0,047;0,0;0,0;0,0685;0,0;0,0253;0,0357;0,0;0,0;0,0115;0,0624;0,0;0,0;0,0609;0,0;0,0;0,0;0,0534;0,1954;0,1528;0,0;0,041;0,0;0,0407;0,1116
Danilo Marcondes de Alcantara;0,0;0,0;0,0;0,0;0,0;0,0;0,0289;0,0;0,0976;0,084;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0388;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0596;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0185;0,0;0,0;0,0449;0,0;0,0;0,0351;0,0;0,0;0,0225;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0806;0,0;0,0;0,0
Davi Munhoz Benati;0,0;0,0;0,0;0,0247;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0124;0,0;0,0;0,032;0,0;0,0;1,0;0,0;0,0;0,0566;0,0;0,0;0,0;0,0;0,0;0,0;0,0069;0,0;0,0;0,0;0,0;0,0;0,0;0,102;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0351;0,0;0,0;0,0;0,0292;0,017;0,0;0,0;0,0;0,0;0,0333;0,0;0,0;0,0;0,037;0,0;0,0478;0,0;0,038;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1013;0,0;0,0;0,0;0,0;0,0;0,025;0,0347;0,0;0,0;0,0;0,0726;0,0
Elisangela Lizardo de Oliveira;0,0414;0,0;0,0;0,0273;0,0361;0,0;0,027;0,1286;0,0;0,131;0,0;0,0;0,0;0,0;0,0;0,0;0,0715;0,0221;0,0;0,0;0,0;0,0;1,0;0,0345;0,0;0,0;0,0;0,0;0,0408;0,0266;0,0199;0,0152;0,0363;0,0;0,0;0,0;0,0548;0,0;0,0205;0,0453;0,0;0,0702;0,0;0,0627;0,0;0,0;0,0;0,0786;0,0533;0,0517;0,0;0,034;0,0;0,0;0,0376;0,0115;0,0;0,0241;0,0429;0,0;0,0;0,0;0,0;0,0;0,0345;0,0;0,0;0,0839;0,0;0,0;0,0328;0,0288;0,0;0,0211;0,0143;0,0;0,0;0,0;0,0;0,0;0,0;0,049;0,0276;0,0255;0,0;0,0377;0,0;0,0214;0,0513
Emanoel Fabiano Menezes Pereira;0,0456;0,0;0,185;0,0802;0,0398;0,0252;0,0;0,0788;0,1259;0,1084;0,0079;0,0;0,0;0,0;0,0;0,0;0,0876;0,0446;0,052;0,0;0,0;0,0;0,0345;1,0;0,0057;0,0;0,1952;0,1825;0,0263;0,1075;0,0877;0,0336;0,1567;0,0;0,098;0,0;0,2277;0,0;0,0772;0,0291;0,0763;0,1248;0,0;0,0973;0,0;0,0;0,0;0,0253;0,0849;0,0024;0,1313;0,0156;0,1188;0,0;0,0915;0,074;0,0559;0,0354;0,1064;0,054;0,0;0,0;0,0;0,0038;0,0714;0,0;0,0;0,054;0,0;0,2091;0,1599;0,037;0,1303;0,0969;0,0633;0,0;0,0;0,0308;0,0;0,0617;0,0;0,1757;0,0837;0,0352;0,0;0,0;0,0;0,1139;0,0597
Eudes Müller D'Oliveira Santos;0,0;0,0;0,0;0,0;0,0722;0,0;0,0;0,0;0,0;0,0131;0,0;0,0;0,0;0,0;0,0625;0,0412;0,0;0,0;0,0;0,0;0,0;0,0566;0,0;0,0057;1,0;0,0;0,0;0,0488;0,0408;0,0;0,0597;0,0;0,0;0,0;0,0;0,0;0,0219;0,104;0,1126;0,0;0,0;0,0;0,0;0,0139;0,0;0,0;0,0;0,0;0,0178;0,0259;0,0;0,0;0,0615;0,0;0,0704;0,0115;0,0;0,0;0,0;0,0459;0,0;0,0;0,0;0,0204;0,0259;0,0176;0,0;0,0629;0,0;0,0696;0,0;0,0;0,0;0,0;0,0;0,0;0,1118;0,0;0,0113;0,0;0,0;0,0;0,0552;0,0383;0,0;0,0;0,0722;0,0481;0,0
Eufrida Pereira da Silva;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Everaldo Paulo da Silva;0,0;0,0;0,4;0,0976;0,0;0,0;0,0;0,0;0,1633;0,1875;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1952;0,0;0,0;1,0;0,0582;0,0;0,0;0,0;0,0;0,3244;0,0;0,1907;0,0;0,2157;0,0;0,0;0,0;0,1414;0,1675;0,0;0,0498;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0336;0,0;0,0544;0,0861;0,2301;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1661;0,2349;0,0515;0,0;0,2264;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0877;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Fabio Oliveira Teixeira;0,0431;0,0;0,0291;0,0142;0,0094;0,0238;0,0141;0,0;0,0713;0,0409;0,0447;0,0;0,0376;0,0;0,0325;0,0143;0,0;0,0115;0,0;0,1063;0,0;0,0;0,0;0,1825;0,0488;0,0;0,0582;1,0;0,0213;0,0761;0,0518;0,0198;0,0756;0,0;0,0278;0,0;0,0799;0,0542;0,0747;0,0354;0,0515;0,0488;0,0;0,0363;0,0;0,0;0,0;0,0921;0,0185;0,0135;0,0886;0,0886;0,0641;0,0;0,0807;0,0419;0,0079;0,0251;0,0335;0,0908;0,0;0,0;0,0;0,0;0,0495;0,0092;0,0;0,0656;0,0;0,133;0,0342;0,0075;0,0738;0,0055;0,0448;0,0;0,0;0,0291;0,0059;0,0291;0,0;0,0766;0,1797;0,0531;0,0114;0,0;0,0376;0,0974;0,0267
