;Adriano Jose Ferruzzi;Alessandra da Silva Carneiro;Alessandro Emilio Teruzzi;Alex Sandro Rodrigues Ancioto;Alexandre José Romagnoli;Alexandre Machado Rosa;Ana Carolina Vila Ramos dos Santos;Ana Claudia Folha da Cruz;Ana Márcia Lima Costa;Ana Paula Rodrigues Magalhães de Barros;André Luiz Favareto;Andréa Antonieta Cotrim Silva;Ariane Macedo Melo Ferraz;Beatriz Ferraz Diniz;Bruno Secco Faquin;Bruno Sérgio do Amaral;Bárbara Beatriz Freitag;Carolina Aparecida de Freitas Dias;Caroline Inês Lisevski;Claudia Almerinda de Souza Oliveira;Danilo Marcondes de Alcantara;Davi Munhoz Benati;Elisangela Lizardo de Oliveira;Emanoel Fabiano Menezes Pereira;Eudes Müller D'Oliveira Santos;Eufrida Pereira da Silva;Everaldo Paulo da Silva;Fabio Oliveira Teixeira;Felipe Alexandre Cardoso Pazinatto;Felipe Rodrigues Martinez Basile;Fernando Cesar Mendonca;Fernando Luis Rossi;Fernando da Silva Pardo;Filipe Mantovani Ferreira;Flávia Roberta Torezin;Hadassa Viviane Rodrigues;Idalise Bernardo Bagé;Igor Calebe Zadi;Igor Polezi Munhoz;Ingrid Anelise Lopes;Irando Alves Martins Neto;Jair Garcia dos Santos;Jairo Filho Sousa de Almeida Ferreira;Jeferson Antunes;José Geraldo Basante;José Roberto Campanele;Juliana de Souza Topan;Junot de Oliveira Maia;Júlio Samuel Sávio Bernardo;Kamili Oliveira Santana;Krícia Helena Barreto;Leandro Módolo Paschoalotte;Lincon Lopes;Lucas Rodrigues dos Santos;Luciana Cavalcanti Maia Santos;Luciano Henrique Trindade;Marcelo Cizaurre Guirau;Maria Cristina Stello Leite;Moacir Silva de Castro;Nelio Fernando dos Reis;Nilton Pereira dos Santos;Patricia Horta;Patricia de Aquino Prudente;Patrícia Cristiane Santana da Silva;Paulo Eduardo Pissardini;Pedro Ernesto Schiavinatti Tavares;Priscila Hanako Ishy de Magalhães;Regivaldo Sousa Ferreira;Reinaldo da Silva Caraça;Renato Cristiano Montanher;Renato Marcon Pugliese;Ricardo Normanha Ribeiro de Almeida;Rita Roberta Marioto;Roberta Caetano Fleira;Robson Barbosa;Rogério Aparecido Campanari Xavier;Rogério Aparecido Pereira;Rogério Deitali Bruno;Romario Araujo Pinheiro;Silene Jucelino de Lima;Tatiana Aparecida Picosque;Teresa Helena Buscato Martins;Thiago Pedro Donadon Homem;Thiago Silva Broze;Valdir Donizete dos Santos Junior;Vanessa Regina Ferreira da Silva;Whisner Fraga Mamede;Wilian Ramalho Feitosa;William Rosseti
André Luiz Favareto;0,03;0,0;0,0;0,0201;0,0;0,0;0,0;0,0;0,0;0,0199;1,0;0,0;0,0;0,0;0,0;0,0102;0,0177;0,1232;0,0249;0,0;0,0;0,0;0,0;0,0046;0,0;0,0;0,0;0,0248;0,0144;0,0;0,0143;0,0;0,0549;0,0;0,0;0,0;0,0;0,0;0,0078;0,0162;0,0144;0,0172;0,0478;0,0167;0,0;0,0;0,0525;0,0141;0,0;0,0;0,0239;0,0;0,0;0,0461;0,0191;0,0169;0,0111;0,0;0,0;0,0547;0,0;0,0;0,0;0,0307;0,0326;0,0;0,0483;0,0153;0,0;0,0686;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0313;0,0;0,0;0,0265;0,0;0,0;0,0
Andréa Antonieta Cotrim Silva;0,0;0,0;0,0;0,0;0,0;0,0;0,0089;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0072;0,0;0,0214;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0085;0,0;0,0;0,012;0,0;0,0333;0,0;0,0;0,0222;0,0068;0,0;0,0503;0,015;0,0;0,0;0,0;0,0;0,0;0,0123;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0148;0,0097;0,0;0,0;0,006;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,015;0,0;0,0099;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0091;0,0083;0,0277;0,0;0,0;0,0;0,0
Ariane Macedo Melo Ferraz;0,0;0,0;0,0;0,0;0,0238;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0215;0,0;0,0169;0,0;0,0;0,0238;0,0;0,0;0,0;0,0146;0,044;0,0135;0,0;0,0;0,0;0,0;0,029;0,0;0,0;0,0;0,0;0,0235;0,0;0,0;0,0;0,0;0,0;0,0198;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0594;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0181;0,0165;0,0;0,0;0,0;0,0;0,0
Beatriz Ferraz Diniz;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0188;0,0;0,0;0,0;0,0;0,0;0,0162;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0125;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Bruno Secco Faquin;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0331;0,0;0,0;0,0184;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0346;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0113;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0131;0,0;0,0;0,0;0,0618;0,0141;0,0;0,0;0,0;0,0;0,0
Bruno Sérgio do Amaral;0,005;0,0;0,0;0,0135;0,0046;0,0108;0,0068;0,0;0,0108;0,0067;0,0102;0,0;0,0;0,0;0,0;1,0;0,0;0,0028;0,0;0,0491;0,0;0,0068;0,0;0,0;0,0224;0,0;0,0;0,0083;0,0048;0,0065;0,0;0,0061;0,0;0,0;0,0127;0,0105;0,0113;0,0;0,0183;0,0;0,0096;0,023;0,008;0,0262;0,0;0,0;0,0;0,0;0,0773;0,0066;0,0;0,0;0,0074;0,0077;0,0754;0,0142;0,0037;0,018;0,0418;0,0207;0,0102;0,0;0,0;0,036;0,0066;0,0;0,0;0,0103;0,0151;0,0;0,0126;0,0;0,0;0,0028;0,0107;0,0;0,0;0,0134;0,0059;0,0;0,0102;0,012;0,0;0,0064;0,0;0,0089;0,0;0,0114;0,021
Bárbara Beatriz Freitag;0,0524;0,0;0,0;0,0352;0,064;0,0;0,0059;0,0912;0,0566;0,0174;0,0177;0,0;0,0;0,0;0,0;0,0;1,0;0,0623;0,0;0,0;0,0;0,0;0,0397;0,0533;0,0;0,0;0,0;0,0;0,0502;0,0114;0,0582;0,0354;0,056;0,0;0,0;0,0;0,0;0,0;0,0363;0,0;0,0167;0,03;0,0139;0,0814;0,0203;0,0;0,0306;0,0;0,1028;0,0;0,0;0,0232;0,0256;0,0;0,0845;0,0839;0,013;0,0417;0,0;0,0319;0,0;0,0233;0,0;0,0179;0,0456;0,0;0,0282;0,0536;0,0;0,03;0,0292;0,0525;0,0;0,0245;0,0557;0,0;0,0;0,0;0,0;0,0;0,0;0,0833;0,0122;0,0166;0,0;0,031;0,0;0,0371;0,0804
Carolina Aparecida de Freitas Dias;0,0081;0,0;0,0;0,0054;0,0409;0,0088;0,011;0,0085;0,0351;0,0513;0,1232;0,0072;0,0;0,0;0,0;0,0028;0,0623;1,0;0,0067;0,0066;0,0;0,0;0,0123;0,0273;0,0;0,0;0,0;0,0067;0,0311;0,0291;0,0773;0,0395;0,0521;0,0131;0,0;0,0;0,0481;0,0;0,0274;0,0484;0,035;0,0558;0,0648;0,1195;0,0283;0,0;0,0711;0,042;0,011;0,0;0,0259;0,0;0,0119;0,0;0,0517;0,078;0,0332;0,0048;0,0464;0,0649;0,0411;0,0;0,0;0,0042;0,0442;0,0;0,0654;0,0249;0,0;0,0884;0,0679;0,0153;0,0;0,0114;0,0806;0,0;0,0;0,0325;0,0;0,0758;0,0164;0,0436;0,0141;0,0619;0,0129;0,0792;0,0;0,0666;0,0544
Caroline Inês Lisevski;0,0;0,0;0,0;0,0165;0,0;0,0;0,0;0,0;0,0;0,0164;0,0249;0,0;0,0;0,0;0,0;0,0;0,0;0,0067;1,0;0,0;0,0;0,0167;0,0;0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,005;0,0;0,0;0,0;0,0;0,0;0,0;0,0191;0,0;0,0;0,0;0,0392;0,0;0,0;0,0;0,0;0,0115;0,0;0,0241;0,0;0,0;0,0;0,0189;0,0063;0,0;0,0;0,0;0,0;0,0337;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0144;0,0;0,0;0,0;0,0342;0,0078;0,0;0,0;0,0;0,0348;0,0
Claudia Almerinda de Souza Oliveira;0,0241;0,0;0,0;0,0;0,0;0,0;0,0164;0,0;0,0;0,0;0,0;0,0214;0,0;0,0;0,0;0,0491;0,0;0,0066;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0599;0,0115;0,0941;0,0115;0,0098;0,0;0,0;0,0;0,0251;0,0272;0,0;0,0188;0,0;0,0231;0,0;0,0192;0,0314;0,0;0,0;0,0;0,0;0,1744;0,0394;0,0;0,0213;0,0;0,0;0,1318;0,0068;0,0089;0,0575;0,0751;0,0385;0,0244;0,0;0,0;0,074;0,0262;0,0;0,0;0,037;0,0;0,0138;0,0202;0,0;0,0;0,0068;0,0342;0,0;0,0;0,0321;0,0;0,0;0,0;0,0287;0,1341;0,0842;0,0;0,0214;0,0;0,0239;0,0605
Danilo Marcondes de Alcantara;0,0;0,0;0,0;0,0;0,0;0,0;0,0162;0,0;0,0515;0,0476;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0219;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0356;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0104;0,0;0,0;0,0244;0,0;0,0;0,02;0,0;0,0;0,0134;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0423;0,0;0,0;0,0
Davi Munhoz Benati;0,0;0,0;0,0;0,0135;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0068;0,0;0,0;0,0167;0,0;0,0;1,0;0,0;0,0;0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0041;0,0;0,0;0,0;0,0;0,0;0,0;0,0575;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0198;0,0;0,0;0,0;0,0155;0,0102;0,0;0,0;0,0;0,0;0,0184;0,0;0,0;0,0;0,0206;0,0;0,0272;0,0;0,0206;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0537;0,0;0,0;0,0;0,0;0,0;0,014;0,0192;0,0;0,0;0,0;0,0427;0,0
Elisangela Lizardo de Oliveira;0,0224;0,0;0,0;0,015;0,0205;0,0;0,0152;0,0701;0,0;0,0745;0,0;0,0;0,0;0,0;0,0;0,0;0,0397;0,0123;0,0;0,0;0,0;0,0;1,0;0,0205;0,0;0,0;0,0;0,0;0,0215;0,0146;0,0107;0,0091;0,0205;0,0;0,0;0,0;0,0316;0,0;0,0116;0,0243;0,0;0,0385;0,0;0,0376;0,0;0,0;0,0;0,0421;0,0304;0,0293;0,0;0,0198;0,0;0,0;0,0228;0,0063;0,0;0,0134;0,0233;0,0;0,0;0,0;0,0;0,0;0,0195;0,0;0,0;0,0458;0,0;0,0;0,0187;0,0168;0,0;0,0126;0,0079;0,0;0,0;0,0;0,0;0,0;0,0;0,0267;0,0156;0,0142;0,0;0,0199;0,0;0,0127;0,0281
Emanoel Fabiano Menezes Pereira;0,0271;0,0;0,1507;0,0485;0,0248;0,0146;0,0;0,0472;0,1073;0,0677;0,0046;0,0;0,0;0,0;0,0;0,0;0,0533;0,0273;0,03;0,0;0,0;0,0;0,0205;1,0;0,0034;0,0;0,1211;0,1142;0,0152;0,0647;0,0517;0,022;0,0994;0,0;0,0573;0,0;0,1453;0,0;0,0481;0,0171;0,0455;0,0751;0,0;0,0648;0,0;0,0;0,0;0,0149;0,0532;0,0015;0,0758;0,01;0,0695;0,0;0,061;0,0447;0,0336;0,0216;0,0634;0,033;0,0;0,0;0,0;0,0023;0,0443;0,0;0,0;0,0324;0,0;0,1268;0,1399;0,0238;0,0758;0,0647;0,0384;0,0;0,0;0,0181;0,0;0,0362;0,0;0,1105;0,0519;0,0215;0,0;0,0;0,0;0,0742;0,0359
Eudes Müller D'Oliveira Santos;0,0;0,0;0,0;0,0;0,0404;0,0;0,0;0,0;0,0;0,0073;0,0;0,0;0,0;0,0;0,0331;0,0224;0,0;0,0;0,0;0,0;0,0;0,03;0,0;0,0034;1,0;0,0;0,0;0,0274;0,0211;0,0;0,0315;0,0;0,0;0,0;0,0;0,0;0,0124;0,056;0,0629;0,0;0,0;0,0;0,0;0,0082;0,0;0,0;0,0;0,0;0,01;0,0144;0,0;0,0;0,0323;0,0;0,042;0,0062;0,0;0,0;0,0;0,0252;0,0;0,0;0,0;0,0113;0,0144;0,0099;0,0;0,0338;0,0;0,0378;0,0;0,0;0,0;0,0;0,0;0,0;0,0587;0,0;0,0065;0,0;0,0;0,0;0,0383;0,021;0,0;0,0;0,0386;0,0281;0,0
Eufrida Pereira da Silva;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Everaldo Paulo da Silva;0,0;0,0;0,2226;0,056;0,0;0,0;0,0;0,0;0,0901;0,1111;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1211;0,0;0,0;1,0;0,0346;0,0;0,0;0,0;0,0;0,1911;0,0;0,1059;0,0;0,1294;0,0;0,0;0,0;0,08;0,0956;0,0;0,0311;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0212;0,0;0,031;0,0498;0,1302;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0956;0,1397;0,0314;0,0;0,1405;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0498;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Fabio Oliveira Teixeira;0,0307;0,0;0,0163;0,0082;0,0056;0,0132;0,0125;0,0;0,0397;0,0245;0,0248;0,0;0,0215;0,0;0,0184;0,0083;0,0;0,0067;0,0;0,0599;0,0;0,0;0,0;0,1142;0,0274;0,0;0,0346;1,0;0,0118;0,0439;0,0292;0,0124;0,0449;0,0;0,0155;0,0;0,0484;0,0312;0,0446;0,0199;0,0294;0,0281;0,0;0,0228;0,0;0,0;0,0;0,0576;0,0111;0,008;0,0489;0,0704;0,0359;0,0;0,0655;0,0242;0,0046;0,0146;0,0191;0,0616;0,0;0,0;0,0;0,0;0,0294;0,0055;0,0;0,0376;0,0;0,0772;0,0205;0,0046;0,0411;0,0034;0,0261;0,0;0,0;0,0163;0,0036;0,0163;0,0;0,0439;0,1621;0,0311;0,0065;0,0;0,0215;0,0659;0,0154
